id,c1_high,c2_high,c3_high,c4_high,water_diff
1202,99.9,99.9,99.9,99.9,109.50616
1203,99.9,99.9,99.9,99.9,109.50616
1204,99.9,99.9,99.9,99.9,109.50616
1205,99.9,99.9,99.9,99.9,109.50616
1206,99.9,99.9,99.9,99.9,109.50616
1207,99.9,3.3,10.2,14.8,-7.39646
1208,99.9,2,13,17.9,26.15551
1209,99.9,2.9,11.2,15.7,1.806
1210,99.9,2.9,11.2,15.7,1.806
1211,99.9,2.9,11.2,15.7,1.806
1212,4,6.6,16.9,22,-10.49878
1213,4,6.6,16.9,22,-10.49878
1214,99.9,0.8,10.4,14.9,-5.20226
1215,99.9,0.8,10.4,14.9,-5.20226
1216,99.9,99.9,4.5,9.2,1.65181
1217,99.9,99.9,99.9,99.9,86.68986
1218,99.9,99.9,99.9,99.9,86.68986
1219,0.5,2.5,11.1,15.3,6.03954
1220,0.5,2.5,11.1,15.3,6.03954
1221,0.5,2.5,11.1,15.3,6.03954
1222,99.9,0.8,10.4,14.9,-0.63943
1223,99.9,99.9,0.6,5.5,34.59059
1224,99.9,99.9,0.6,5.5,34.59059
1225,99.9,99.9,0.6,5.5,34.59059
1226,2.3,4.1,13.7,18.2,-6.57391
1227,2.3,4.1,13.7,18.2,-6.57391
1228,99.9,99.9,0.6,5.5,19.25045
1229,99.9,99.9,0.6,5.5,19.25045
1230,3.3,5.5,15.4,19.7,-15.42924
1231,3.3,5.5,15.4,19.7,-15.42924
1232,99.9,0.9,10.7,15.4,2.06017
1233,99.9,99.9,4.3,9.1,72.9957
1234,99.9,99.9,4.3,9.1,72.9957
1235,3.4,5.8,16,20.2,-15.81316
1236,3.4,5.8,16,20.2,-15.81316
1237,3.3,5.4,12.6,16.9,-15.30551
1238,99.9,99.9,4.3,9.1,16.80254
1239,99.9,99.9,4.3,9.1,16.80254
1240,3.3,5.8,16.8,20.7,-17.67712
1241,99.9,1.5,8.3,13.1,0.00538
1242,99.9,1.5,8.3,13.1,0.00538
1243,99.9,1.5,8.3,13.1,0.00538
1244,99.9,1.5,8.3,13.1,0.00538
1245,1.4,3.7,13.8,18,-14.21228
1246,1.4,3.7,13.8,18,-14.21228
1247,99.9,99.9,99.9,99.9,68.16584
1248,99.9,99.9,7.9,12.6,16.44837
1249,99.9,99.9,7.9,12.6,16.44837
1250,99.9,99.9,7.9,12.6,16.44837
1251,99.9,99.9,7.9,12.6,16.44837
1252,99.9,0,10,14.6,6.98393
1253,2.3,4.1,13.7,18.2,-0.92426
1254,2.3,4.1,13.7,18.2,-0.92426
1255,99.9,2.1,10.4,14.7,-1.701
1256,99.9,2.1,10.4,14.7,-1.701
1257,99.9,99.9,4.7,9.7,24.48676
1258,99.9,99.9,4.7,9.7,24.48676
1259,3.9,6.5,16.7,21.6,-15.77454
1260,3.9,6.5,16.7,21.6,-15.77454
1261,3.6,6.1,16.4,20.9,-12.56153
1262,3.6,6.1,16.4,20.9,-12.56153
1263,99.9,99.9,0.6,5.5,37.20509
1264,99.9,99.9,0.6,5.5,37.20509
1265,1.5,4,14.3,18.6,-10.42141
1266,3.6,6.1,16.4,20.9,-13.15
1267,99.9,99.9,99.9,99.9,114.19733
1268,99.9,99.9,99.9,99.9,114.19733
1269,99.9,99.9,99.9,99.9,114.19733
1270,99.9,99.9,99.9,99.9,114.19733
1271,3.3,5.5,15,19.6,-10.54005
1272,3.3,5.5,15,19.6,-10.54005
1273,99.9,99.9,4.5,9.2,-3.00582
1274,99.9,99.9,4.5,9.2,-3.00582
1275,99.9,99.9,4.5,9.2,-3.00582
1276,99.9,99.9,4.3,9.1,8.92129
1277,99.9,99.9,4.3,9.1,8.92129
1278,1.5,4,14.3,18.6,-16.27295
1279,1.5,4,14.3,18.6,-16.27295
1280,99.9,0,10,14.6,-5.14973
1281,99.9,0,10,14.6,-5.14973
1282,99.9,99.9,0.5,5.4,29.79941
1283,99.9,99.9,0.5,5.4,29.79941
1284,99.9,0.5,9.6,13.9,1.51149
1285,1.3,3.9,15,18.9,-10.67718
1286,1.3,3.9,15,18.9,-10.67718
1287,1.3,3.9,15,18.9,-10.67718
1288,99.9,99.9,99.9,99.9,81.40829
1289,99.9,99.9,99.9,99.9,81.40829
1290,99.9,99.9,99.9,99.9,81.40829
1291,99.9,99.9,99.9,99.9,113.38625
1292,99.9,99.9,99.9,99.9,111.55523
1293,3.3,5.5,15.4,19.7,-7.877
1294,3.3,5.5,15.4,19.7,-7.877
1295,99.9,99.9,99.9,99.9,110.08904
1296,99.9,99.9,99.9,99.9,110.08904
1297,99.9,99.9,99.9,99.9,110.08904
1298,99.9,99.9,4.3,9.1,4.98903
1299,99.9,99.9,4.3,9.1,4.98903
1300,99.9,0.6,7,11.4,6.73099
1301,99.9,0.6,7,11.4,6.73099
1302,99.9,1.9,5.8,10.5,1.13344
1303,99.9,1.9,5.8,10.5,1.13344
1304,99.9,0.8,10.4,14.9,-17.38998
1305,1.6,4.1,13.2,17.6,-15.49653
1306,1.6,4.1,13.2,17.6,-15.49653
1307,99.9,0.5,9.6,13.9,-7.1447
1308,99.9,0.5,9.6,13.9,10.20844
1309,99.9,0.5,9.6,13.9,10.20844
1310,2.3,4.1,13.7,18.2,5.44097
1311,2.3,4.1,13.7,18.2,5.44097
1312,2.3,4.1,13.7,18.2,5.44097
1313,0.5,2.5,11.1,15.3,7.05961
1314,99.9,2.1,6.8,11.2,5.43938
1315,99.9,2.1,6.8,11.2,5.43938
1316,99.9,2.1,6.8,11.2,5.43938
1317,99.9,2.1,6.8,11.2,5.43938
1318,99.9,99.9,0.6,5.5,42.43717
1319,1.4,3.7,13.8,18,-10.03109
1320,99.9,99.9,0.6,5.5,33.28633
1321,99.9,1.7,7.1,11.8,11.09621
1322,99.9,1.7,7.1,11.8,11.09621
1323,99.9,1.7,7.1,11.8,11.09621
1324,99.9,1.7,7.1,11.8,11.09621
1325,99.9,1.7,7.1,11.8,11.09621
1326,1.5,4,14.3,18.6,-9.14185
1327,1.5,4,14.3,18.6,-9.14185
1328,1.5,4,14.3,18.6,-14.62918
1329,99.9,99.9,6.7,11.9,38.09446
1330,3.3,5.4,12.6,16.9,-28.99
1331,99.9,99.9,0.6,5.5,40.83065
1332,99.9,99.9,0.6,5.5,40.83065
1333,99.9,99.9,0.6,5.5,40.83065
1334,99.9,99.9,0.6,5.5,41.77351
1335,99.9,99.9,4.3,9.1,29.36773
1336,99.9,99.9,4.3,9.1,29.36773
1337,99.9,99.9,4.3,9.1,29.36773
1338,99.9,99.9,4.3,9.1,29.36773
1339,99.9,99.9,99.9,99.9,58.03142
1340,99.9,99.9,99.9,99.9,58.03142
1341,99.9,1.9,5.8,10.5,-4.74899
1342,99.9,99.9,99.9,99.9,104.29406
1343,99.9,99.9,99.9,99.9,104.29406
1344,2.3,4.1,13.7,18.2,-7.92333
1345,2.3,4.1,13.7,18.2,-7.92333
1346,99.9,0.5,9.6,13.9,-3.4916
1347,99.9,0.5,9.6,13.9,-3.4916
1348,99.9,0,10,14.6,-3.06714
1349,99.9,0,10,14.6,-14.46646
1350,99.9,0,10,14.6,-14.46646
1351,99.9,99.9,7.9,12.6,6.12401
1352,99.9,99.9,99.9,2.3,47.51965
1353,99.9,1.9,5.8,10.5,-6.87509
1354,99.9,1.9,5.8,10.5,5.56474
1355,99.9,1.9,5.8,10.5,5.56474
1356,99.9,1.9,5.8,10.5,5.56474
1357,99.9,99.9,99.9,99.9,108.08077
1358,99.9,99.9,99.9,99.9,108.08077
1359,99.9,99.9,99.9,99.9,101.34563
1360,99.9,99.9,99.9,99.9,101.34563
1361,99.9,99.9,99.9,99.9,60.9242
1362,99.9,99.9,4.5,9.2,53.52762
1363,99.9,99.9,4.5,9.2,53.52762
1364,99.9,0.8,10.4,14.9,-14.74095
1365,99.9,99.9,5.9,10.4,10.74468
1366,99.9,2.9,11.2,15.7,-2.76506
1367,99.9,99.9,8.4,13.5,0.49663
1368,99.9,99.9,8.4,13.5,0.49663
1369,3.3,5.4,12.6,16.9,-3.00198
1370,3.3,5.4,12.6,16.9,-3.00198
1371,3.3,5.3,14.4,17.8,-11.28433
1372,99.9,0.5,9.6,13.9,7.74884
1373,99.9,0.5,9.6,13.9,7.74884
1374,99.9,99.9,0.6,5.5,5.10783
1375,99.9,99.9,0.6,5.5,5.10783
1376,99.9,99.9,0.6,5.5,33.7511
1377,99.9,99.9,0.6,5.5,33.7511
1378,99.9,99.9,0.6,5.5,33.7511
1379,3.3,5.4,12.6,16.9,-13.39256
1380,3.3,5.4,12.6,16.9,-13.39256
1381,99.9,99.9,7.9,12.6,8.10115
1382,99.9,99.9,7.9,12.6,8.10115
1383,99.9,99.9,7.9,12.6,8.10115
1384,99.9,0.9,10.7,15.4,6.37978
1385,99.9,0.9,10.7,15.4,6.37978
1386,99.9,0.9,10.7,15.4,8.73438
1387,99.9,0.9,10.7,15.4,8.73438
1388,99.9,0.9,10.7,15.4,8.73438
1389,6.1,10,13.1,17.5,-0.03779
1390,6.1,10,13.1,17.5,-0.03779
1391,2.6,5,14.3,18.8,-10.46255
1392,2,4.7,15.4,20.2,-5.58607
1393,2,4.7,15.4,20.2,-5.58607
1394,99.9,99.9,4.5,9.2,27.41501
1395,99.9,0.5,9.6,13.9,2.81121
1396,99.9,0.5,9.6,13.9,2.81121
1397,99.9,0.9,10.7,15.4,-15.44431
1398,3.3,5.5,15,19.6,-3.84088
1399,3.3,5.5,15,19.6,-3.84088
1400,3,6.6,10.2,14.8,-16.98808
1401,3,6.6,10.2,14.8,-16.98808
1402,3,6.6,10.2,14.8,-16.98808
1403,99.9,99.9,99.9,99.9,124.868
1404,99.9,99.9,99.9,99.9,124.868
1405,99.9,99.9,99.9,99.9,124.868
1406,99.9,99.9,7.9,12.6,18.13369
1407,99.9,99.9,7.9,12.6,18.13369
1408,99.9,0.8,10.4,14.9,-10.8108
1409,0.5,2.5,11.1,15.3,-14.39261
1410,0.5,2.5,11.1,15.3,-14.39261
1411,99.9,99.9,1.2,6,32.53411
1412,99.9,99.9,1.2,6,32.53411
1413,99.9,99.9,1.2,6,32.53411
1414,2.9,5.1,15.2,19.4,7.25825
1415,2.9,5.1,15.2,19.4,7.25825
1416,2.9,5.1,15.2,19.4,7.25825
1417,3.3,5.5,15,19.6,-8.73301
1418,3.3,5.5,15,19.6,-8.73301
1419,99.9,99.9,99.9,99.9,112.94534
1420,99.9,99.9,3.8,9,6.18248
1421,99.9,99.9,3.8,9,6.18248
1422,99.9,99.9,3.8,9,6.18248
1423,99.9,99.9,3.8,9,6.18248
1424,3.2,5.4,14.3,18.4,-21.61817
1425,3.2,5.4,14.3,18.4,-21.61817
1426,0.5,7.6,12.2,16.8,-0.38429
1427,0.5,7.6,12.2,16.8,-0.38429
1428,0.5,7.6,12.2,16.8,-0.38429
1429,99.9,99.9,99.9,99.9,95.58566
1430,3.9,6.5,16.7,21.6,10.01303
1431,99.9,5.9,11.4,16.2,-12.2373
1432,99.9,5.9,11.4,16.2,-12.2373
1433,99.9,0.8,10.4,14.9,-0.7623
1434,3.3,5.4,12.6,16.9,-14.43596
1435,99.9,99.9,99.9,99.9,105.40786
1436,99.9,99.9,99.9,99.9,105.40786
1437,99.9,99.9,1.2,6,43.51259
1438,99.9,99.9,1.2,6,43.51259
1439,2.6,5,14.3,18.8,-13.22484
1440,2.3,4.1,13.7,18.2,1.61628
1441,2.3,4.1,13.7,18.2,1.61628
1442,99.9,99.9,4.5,9.2,3.99158
1443,99.9,99.9,9.9,14.9,5.64621
1444,5.9,9.4,13.1,17.6,-11.37881
1445,5.9,9.4,13.1,17.6,-11.37881
1446,6.9,10.2,13.4,18.2,-17.11274
1447,6.9,10.2,13.4,18.2,-17.11274
1448,3.3,10.7,15.5,20.4,-11.14992
1449,1.4,3.7,13.8,18,-12.28251
1450,1.4,3.7,13.8,18,-12.28251
1451,99.9,99.9,0.6,5.5,37.96775
1452,99.9,99.9,0.6,5.5,37.96775
1453,99.9,99.9,0.6,5.5,37.96775
1454,99.9,2.1,10.4,14.7,4.79938
1455,99.9,99.9,5.9,10.4,14.50302
1456,99.9,99.9,5.9,10.4,14.50302
1457,99.9,99.9,5.9,10.4,14.50302
1458,99.9,2.1,6.8,11.2,-0.38832
1459,99.9,2.1,6.8,11.2,-0.38832
1460,99.9,99.9,99.9,99.9,67.20451
1461,99.9,0.9,10.7,15.4,-12.00003
1462,99.9,99.9,9.9,14.9,11.84635
1463,99.9,99.9,9.9,14.9,11.84635
1464,99.9,99.9,99.9,99.9,71.76424
1465,99.9,99.9,99.9,99.9,71.76424
1466,99.9,99.9,0.5,5.4,37.97995
1467,99.9,99.9,0.5,5.4,37.97995
1468,99.9,2.3,10.6,15,-4.12027
1469,99.9,2.3,10.6,15,-4.12027
1470,99.9,2.3,10.6,15,-4.12027
1471,99.9,2.3,10.6,15,-4.12027
1472,99.9,99.9,1.2,6,46.82788
1473,2.6,5,14.3,18.8,-17.03748
1474,2.6,5,14.3,18.8,-17.03748
1475,2.6,5,14.3,18.8,-17.03748
1476,99.9,99.9,1.2,6,47.58514
1477,99.9,99.9,99.9,99.9,52.29218
1478,99.9,99.9,99.9,99.9,52.29218
1479,99.9,99.9,99.9,99.9,52.29218
1480,3.6,6.1,16.4,20.9,-12.15001
1481,5.9,9.4,13.1,17.6,-10.31319
1482,5.9,9.4,13.1,17.6,-9.06682
1483,5.9,9.4,13.1,17.6,-9.06682
1484,99.9,0.9,10.7,15.4,-9.64829
1485,99.9,99.9,99.9,99.9,75.99305
1486,99.9,99.9,99.9,99.9,75.99305
1487,1.5,4,14.3,18.6,-13.88519
1488,1.5,4,14.3,18.6,-13.88519
1489,1.5,4,14.3,18.6,-13.88519
1490,99.9,99.9,99.9,99.9,61.92103
1491,99.9,99.9,4.5,9.2,3.88519
1492,99.9,99.9,4.5,9.2,3.88519
1493,99.9,99.9,4.3,9.1,-5.11445
1494,99.9,99.9,4.3,9.1,-5.11445
1495,99.9,99.9,4.3,9.1,54.39103
1496,1.5,4,14.3,18.6,-15.36123
1497,99.9,99.9,0.6,5.5,14.37984
1498,99.9,99.9,0.6,5.5,14.37984
1499,99.9,99.9,4.3,9.1,-4.31107
1500,99.9,99.9,4.3,9.1,-4.31107
1501,99.9,99.9,5.9,10.4,8.12966
1502,99.9,99.9,4.3,9.1,-2.32861
1503,4.2,7.3,15.8,20.2,-16.42006
1504,4.2,7.3,15.8,20.2,-16.42006
1505,99.9,0,10,14.6,-12.42644
1506,99.9,0,10,14.6,-12.42644
1507,3.9,6.5,16.7,21.6,-14.70988
1508,2.3,4.1,13.7,18.2,-8.51802
1509,2.3,4.1,13.7,18.2,-8.51802
1510,2.3,4.1,13.7,18.2,-8.51802
1511,2.3,4.1,13.7,18.2,-8.51802
1512,99.9,99.9,0.6,5.5,0.24645
1513,99.9,99.9,0.6,5.5,0.24645
1514,99.9,99.9,4.5,9.2,7.8449
1515,99.9,99.9,4.5,9.2,7.8449
1516,99.9,99.9,0.6,5.5,33.86057
1517,99.9,99.9,0.6,5.5,33.86057
1518,99.9,99.9,0.5,5.4,34.20186
1519,99.9,99.9,0.5,5.4,34.20186
1520,99.9,99.9,0.5,5.4,34.20186
1521,99.9,99.9,0.5,5.4,34.20186
1522,99.9,99.9,0.5,5.4,34.20186
1523,99.9,0.8,10.4,14.9,-8.78619
1524,99.9,0.9,10.7,15.4,-13.02948
1525,99.9,0.9,10.7,15.4,-13.02948
1526,2.3,4.1,13.7,18.2,-16.7
1527,2.3,4.1,13.7,18.2,-16.7
1528,2.3,4.1,13.7,18.2,-16.7
1529,1.3,8.2,12.7,17,-4.06573
1530,99.9,1.9,5.8,10.5,-6.29086
1531,99.9,0.9,10.7,15.4,8.93377
1532,99.9,0.9,10.7,15.4,8.93377
1533,99.9,99.9,4.2,8.7,20.31101
1534,99.9,99.9,4.2,8.7,20.31101
1535,99.9,99.9,1.2,6,49.22018
1536,99.9,99.9,1.2,6,49.22018
1537,99.9,99.9,1.2,6,49.22018
1538,99.9,0.8,10.4,14.9,-13.72729
1539,99.9,0.8,10.4,14.9,-13.72729
1540,3.5,10.6,15.3,19.9,-4.83909
1541,3.4,5.8,16,20.2,-28.99
1542,99.9,99.9,5.9,10.4,8.28207
1543,99.9,99.9,5.9,10.4,8.28207
1544,99.9,99.9,5.9,10.4,8.28207
1545,99.9,99.9,5.9,10.4,8.28207
1546,99.9,99.9,99.9,99.9,108.39271
1547,99.9,99.9,99.9,99.9,108.39271
1548,99.9,0.5,9.6,13.9,-9.79242
1549,99.9,99.9,0.2,4.8,18.45877
1550,99.9,99.9,99.9,4.8,54.76057
1551,5.9,9.4,13.1,17.6,-7.70235
1552,5.9,9.4,13.1,17.6,-7.70235
1553,99.9,99.9,99.9,6.6,-0.16267
1554,1.6,4.1,13.2,17.6,-12.54336
1555,1.6,4.1,13.2,17.6,-12.54336
1556,99.9,99.9,0.2,4.8,14.74064
1557,99.9,99.9,0.2,4.8,14.74064
1558,99.9,99.9,4.5,9.2,11.52917
1559,3.9,6.5,16.7,21.6,6.34332
1560,3.9,6.5,16.7,21.6,6.34332
1561,3.9,6.5,16.7,21.6,-8.52902
1562,3.9,6.5,16.7,21.6,-8.52902
1563,5.9,9.4,13.1,17.6,-17.80902
1564,3,6.6,10.2,14.8,-6.49248
1565,1.3,3.9,15,18.9,-18.28021
1566,99.9,99.9,99.9,99.9,64.71084
1567,99.9,99.9,99.9,99.9,64.71084
1568,99.9,99.9,0.6,5.5,35.25455
1569,99.9,0.9,10.7,15.4,-5.6559
1570,99.9,0.9,10.7,15.4,-3.48532
1571,1.5,4,14.3,18.6,-13.88813
1572,99.9,99.9,4.3,9.1,-3.27069
1573,99.9,99.9,4.3,9.1,-3.27069
1574,99.9,99.9,4.3,9.1,-3.27069
1575,2.3,4.1,13.7,18.2,-16.68464
1576,2.3,4.1,13.7,18.2,-16.68464
1577,5.9,9.4,13.1,17.6,-2.71063
1578,5.9,9.4,13.1,17.6,-2.71063
1579,99.9,0,10,14.6,13.13221
1580,99.9,0,10,14.6,13.13221
1581,99.9,0,10,14.6,13.13221
1582,5.9,9.4,13.1,17.6,-7.77301
1583,5.9,9.4,13.1,17.6,-7.77301
1584,99.9,99.9,99.9,99.9,101.87829
1585,99.9,99.9,99.9,99.9,101.87829
1586,99.9,99.9,99.9,99.9,101.87829
1587,99.9,99.9,99.9,99.9,125.30627
1588,99.9,99.9,99.9,99.9,125.30627
1589,99.9,99.9,99.9,99.9,99.37832
1590,99.9,0.9,10.7,15.4,-11.98935
1591,99.9,0.9,10.7,15.4,-11.98935
1592,99.9,0.9,10.7,15.4,-11.98935
1593,99.9,99.9,99.9,99.9,76.07368
1594,99.9,99.9,99.9,99.9,76.07368
1595,99.9,99.9,99.9,99.9,76.07368
1596,1.4,3.7,13.8,18,-11.85579
1597,99.9,99.9,4.5,9.2,36.5677
1598,99.9,99.9,4.5,9.2,36.5677
1599,99.9,99.9,4.5,9.2,36.5677
1600,99.9,99.9,4.5,9.2,36.5677
1601,99.9,99.9,4.3,9.1,9.19596
1602,99.9,99.9,4.3,9.1,9.19596
1603,99.9,0.8,10.4,14.9,-8.55013
1604,99.9,0.8,10.4,14.9,-8.55013
1605,99.9,99.9,99.9,3.3,3.41517
1606,5.9,9.4,13.1,17.6,-16.69977
1607,3.3,10.7,15.5,20.4,-12.67105
1608,3.3,10.7,15.5,20.4,-12.67105
1609,99.9,99.9,4.2,8.7,22.82327
1610,99.9,99.9,4.2,8.7,22.82327
1611,99.9,99.9,0.6,5.5,7.05369
1612,3.4,5.8,16,20.2,-19.37248
1613,3.4,5.8,16,20.2,-19.37248
1614,3.9,6.5,16.7,21.6,8.14144
1615,3.9,6.5,16.7,21.6,8.14144
1616,3.9,6.5,16.7,21.6,8.14144
1617,3.9,6.5,16.7,21.6,5.7244
1618,3.9,6.5,16.7,21.6,5.7244
1619,99.9,4.6,10.4,15.4,12.25408
1620,3.4,5.8,16,20.2,-28.99
1621,99.9,99.9,4.3,9.1,51.5139
1622,99.9,99.9,4.3,9.1,16.80799
1623,99.9,99.9,4.3,9.1,16.80799
1624,99.9,0.5,9.6,13.9,5.59026
1625,99.9,0.5,9.6,13.9,5.59026
1626,4.1,6.9,17.5,22.5,-7.94126
1627,4.1,6.9,17.5,22.5,-7.94126
1628,99.9,99.9,4.5,9.2,27.95041
1629,99.9,99.9,4.5,9.2,27.95041
1630,2.6,5,14.3,18.8,-1.60361
1631,2.6,5,14.3,18.8,-1.60361
1632,99.9,99.9,9.9,14.9,-0.15564
1633,99.9,99.9,9.9,14.9,-0.15564
1634,99.9,99.9,9.9,14.9,-0.15564
1635,99.9,99.9,9.9,14.9,-0.15564
1636,4.1,6.9,17.5,22.5,-12.47588
1637,4.1,6.9,17.5,22.5,-12.47588
1638,2.6,5,14.3,18.8,-13.30503
1639,2.6,5,14.3,18.8,-13.30503
1640,99.9,99.9,7.9,12.6,17.40186
1641,3.4,5.8,16,20.2,-14.5902
1642,99.9,99.9,99.9,99.9,125.22515
1643,99.9,99.9,99.9,99.9,125.22515
1644,99.9,99.9,4.2,8.7,12.09963
1645,99.9,99.9,4.2,8.7,12.09963
1646,99.9,99.9,4.2,8.7,12.09963
1647,99.9,99.9,4.2,8.7,12.09963
1648,99.9,0.8,10.4,14.9,-6.64527
1649,99.9,0.8,10.4,14.9,-6.64527
1650,99.9,0.8,10.4,14.9,-6.64527
1651,99.9,99.9,99.9,99.9,111.20448
1652,2.6,5,14.3,18.8,-1.05744
1653,5.9,9.4,13.1,17.6,-11.21902
1654,99.9,99.9,99.9,99.9,113.72848
1655,99.9,99.9,99.9,99.9,113.72848
1656,99.9,99.9,99.9,99.9,113.72848
1657,99.9,99.9,99.9,99.9,113.72848
1658,99.9,99.9,0.5,5.4,40.8095
1659,99.9,99.9,0.6,5.5,34.10896
1660,99.9,99.9,0.6,5.5,34.10896
1661,5.9,9.4,13.1,17.6,-8.38061
1662,5.9,9.4,13.1,17.6,-8.38061
1663,99.9,0.5,9.6,13.9,1.06183
1664,99.9,0.5,9.6,13.9,1.06183
1665,2.6,4.5,12.8,16.9,-15.73041
1666,2.6,4.5,12.8,16.9,-15.73041
1667,99.9,0.6,7,11.4,6.16978
1668,99.9,0.6,7,11.4,6.16978
1669,3.3,5.4,12.6,16.9,-12.65219
1670,99.9,0.6,7,11.4,12.42378
1671,3.3,5.4,12.6,16.9,-26.06684
1672,99.9,99.9,6.2,11,-3.6367
1673,99.9,99.9,6.2,11,-3.6367
1674,99.9,99.9,6,11.1,-4.4946
1675,1.4,3.7,13.8,18,-9.87777
1676,1.4,3.7,13.8,18,-9.87777
1677,2.9,5.1,15.2,19.4,7.21826
1678,99.9,99.9,1,5.3,88.82292
1679,99.9,99.9,1,5.3,88.82292
1680,1.6,4.1,13.2,17.6,-9.85162
1681,1.6,4.1,13.2,17.6,-9.85162
1682,1.6,4.1,13.2,17.6,-9.85162
1683,0.5,2.5,11.1,15.3,-15.26071
1684,99.9,99.9,4.5,9.2,29.91854
1685,99.9,99.9,4.5,9.2,29.91854
1686,99.9,99.9,4.5,9.2,29.91854
1687,99.9,99.9,4.5,9.2,29.91854
1688,5.9,9.4,13.1,17.6,-11.9117
1689,5.9,9.4,13.1,17.6,-11.9117
1690,99.9,8.4,14.6,19.5,-10.66828
1691,99.9,8.4,14.6,19.5,-10.66828
1692,99.9,8.4,14.6,19.5,-10.66828
1693,99.9,8.4,14.6,19.5,-10.66828
1694,99.9,3.6,10.6,15.2,1.15534
1695,99.9,3.6,10.6,15.2,1.15534
1696,99.9,99.9,7.9,12.6,10.50158
1697,99.9,99.9,1.2,6,36.15991
1698,99.9,99.9,99.9,99.9,83.5172
1699,99.9,99.9,99.9,99.9,83.5172
1700,99.9,99.9,4.3,9.1,18.56251
1701,99.9,99.9,1.9,6.9,17.66142
1702,99.9,99.9,99.9,99.9,53.86803
1703,99.9,99.9,99.9,99.9,53.86803
1704,3.4,5.8,16,20.2,-14.54467
1705,99.9,99.9,5.9,10.4,13.11778
1706,99.9,99.9,5.9,10.4,13.11778
1707,3.9,6.5,16.7,21.6,-3.8696
1708,3.9,6.5,16.7,21.6,-3.8696
1709,99.9,99.9,99.9,99.9,92.08221
1710,99.9,99.9,99.9,99.9,92.08221
1711,3,6.6,10.2,14.8,-0.41084
1712,3,6.6,10.2,14.8,-0.41084
1713,99.9,99.9,1,5.3,30.35683
1714,99.9,99.9,1,5.3,30.35683
1715,99.9,99.9,4.3,9.1,6.97354
1716,99.9,99.9,4.3,9.1,6.97354
1717,3.3,5.4,12.6,16.9,-18.46927
1718,1.5,4,14.3,18.6,-11.30997
1719,1.5,4,14.3,18.6,-11.30997
1720,99.9,0.5,6.9,11.7,5.77123
1721,99.9,0.5,6.9,11.7,5.77123
1722,99.9,99.9,7.9,12.6,20.89136
1723,0.5,2.5,11.1,15.3,10.04369
1724,0.5,2.5,11.1,15.3,10.04369
1725,99.9,99.9,4.3,9.1,-4.8692
1726,99.9,99.9,4.3,9.1,-4.8692
1727,1.6,4.1,13.2,17.6,-8.7983
1728,1.6,4.1,13.2,17.6,-8.7983
1729,99.9,99.9,4.3,9.1,9.70143
1730,99.9,99.9,4.3,9.1,9.70143
1731,99.9,99.9,4.3,9.1,9.70143
1732,6.4,9.7,13.4,17.9,1.30293
1733,6.4,9.7,13.4,17.9,1.30293
1734,99.9,99.9,4.5,9.2,20.25348
1735,3.3,5.3,14.4,17.8,-11.44613
1736,3.9,6.5,16.7,21.6,-12.38687
1737,3.9,6.5,16.7,21.6,-12.38687
1738,99.9,0.8,10.4,14.9,-1.57032
1739,5.9,9.4,13.1,17.6,-6.33564
1740,5.9,9.4,13.1,17.6,-6.33564
1741,1.5,4,14.3,18.6,-9.58278
1742,1.5,4,14.3,18.6,-9.58278
1743,99.9,3.3,10.2,14.8,-7.44781
1744,99.9,3.3,10.2,14.8,-7.44781
1745,1.6,4.1,13.2,17.6,-9.56729
1746,99.9,99.9,99.9,99.9,104.69927
1747,99.9,99.9,5.9,10.4,10.72669
1748,99.9,99.9,5.9,10.4,10.72669
1749,99.9,0.9,10.7,15.4,-6.84699
1750,99.9,0.9,10.7,15.4,-6.84699
1751,99.9,99.9,7.9,12.6,11.38544
1752,99.9,99.9,7.9,12.6,11.38544
1753,99.9,99.9,99.9,99.9,114.03324
1754,99.9,99.9,99.9,99.9,114.03324
1755,99.9,99.9,99.9,99.9,114.03324
1756,99.9,99.9,0.6,5.5,36.68188
1757,99.9,99.9,0.6,5.5,36.68188
1758,99.9,99.9,0.6,5.5,36.68188
1759,99.9,99.9,5.9,10.4,10.29305
1760,99.9,99.9,5.9,10.4,10.29305
1761,99.9,1.7,7.1,11.8,12.81275
1762,99.9,1.7,7.1,11.8,12.81275
1763,99.9,99.9,4.5,9.2,23.55528
1764,99.9,99.9,4.5,9.2,23.55528
1765,99.9,0.8,10.4,14.9,-11.57756
1766,99.9,0.5,9.6,13.9,14.30022
1767,99.9,0.5,9.6,13.9,14.30022
1768,99.9,99.9,5.9,10.4,6.73775
1769,99.9,99.9,5.9,10.4,6.73775
1770,99.9,99.9,5.9,10.4,6.73775
1771,99.9,99.9,5.9,10.4,6.73775
1772,99.9,5.9,11.4,16.2,3.3986
1773,99.9,5.9,11.4,16.2,3.3986
1774,3.4,5.8,16,20.2,-12.1722
1775,99.9,99.9,5.9,10.4,14.16778
1776,99.9,99.9,5.9,10.4,14.16778
1777,99.9,99.9,9.9,14.9,-1.57361
1778,5.9,9.4,13.1,17.6,-5.2153
1779,99.9,99.9,99.9,1.6,52.26414
1780,99.9,99.9,99.9,1.6,52.26414
1781,99.9,99.9,99.9,1.6,52.26414
1782,99.9,99.9,99.9,1.6,52.26414
1783,5.9,9.4,13.1,17.6,-17.19819
